cnt,escs_Q1_change,escs_Q4_change,escs_Q4-Q1_change,escs_Q4-Q1_se,escs_h_Q1_change,escs_h_Q4_change,escs_h_Q4-Q1_change,escs_h_Q4-Q1_se,homepos_Q1_change,homepos_Q4_change,homepos_Q4-Q1_change,homepos_Q4-Q1_se,homepos_h_Q1_change,homepos_h_Q4_change,homepos_h_Q4-Q1_change,homepos_h_Q4-Q1_se
SVK,14.831627716355683,-0.7494243706383941,-15.581052086993992,8.492643262699369,0.4886082043360602,5.528091992271868,5.039483787935865,8.442514554756459,33.835298339874896,-23.34013426471074,-57.17543260458565,9.03784879796876,11.17662912508115,-2.9009569218236493,-14.07758604690467,8.71311803576825
DNK,-18.54823063821368,-34.01779779653168,-15.469567158317927,7.359756003976781,-23.16937836065199,-19.59160523566288,3.577773124989143,6.909326198406616,-18.29660493880118,-46.73697023478212,-28.440365295980808,6.917876482371866,-29.89324612464884,-28.967267845943127,0.9259782787056778,7.139030823351679
COL,-2.745140802529363,-15.670842265765144,-12.92570146323581,10.162059408522106,-5.495441489208247,-11.125473886006148,-5.630032396798001,10.619841884577797,3.46581644734988,-28.19885301746524,-31.66466946481516,9.664471660387632,-0.8965246248748713,-22.09620389275011,-21.199679267875297,9.362750661096964
NOR,-17.348857039462075,-28.25169124694787,-10.902834207485624,7.298000881115397,-21.859105354112277,-17.04970097760571,4.809404376506762,7.084566643485313,-1.5673281304727311,-41.05151400153915,-39.484185871066416,7.255231139475671,-15.775865878075535,-19.55875787986844,-3.78289200179281,7.257950278549497
MEX,-1.9642275085502088,-12.196220191060831,-10.231992682510535,7.532712114159365,-4.679217992122688,-10.50876112573178,-5.829543133609093,7.729358095127834,7.379898320612938,-24.813828141252657,-32.19372646186566,7.858953872856764,-1.2784387129189554,-17.172703156393084,-15.894264443474114,7.648478050748163
GRC,-11.493136995486909,-21.334281354860195,-9.84114435937336,7.426203123292845,-14.969819582557022,-14.396702274433096,0.5731173081238552,7.660095117537634,0.0653959826254322,-37.91967381246696,-37.98506979509218,6.367605985507916,-11.744267268496683,-18.869363968459425,-7.125096699962704,6.58817208179823
NLD,-12.710789484208703,-22.074198184167926,-9.36340869995928,8.976053055163336,-12.68084225525206,-16.036516291432463,-3.3556740361805453,9.19270607234059,6.158150301160902,-47.52279246297212,-53.68094276413306,8.879331949762197,11.556954041521408,-27.27779678840352,-38.834750829924914,9.204019037500188
PRT,-9.19904508883269,-18.210226099093177,-9.011181010260614,6.940667455422759,-11.045182533523755,-11.205351050824618,-0.1601685173007894,6.605570465215349,-1.4783241581741322,-29.34933909427184,-27.871014936097765,8.113312935363902,-9.871521585186542,-17.76872964051313,-7.897208055326637,7.051635122218349
JPN,-6.887060043192378,-15.286769331461072,-8.399709288268568,9.159674728685848,-15.218570903315763,-3.406891772385848,11.811679130929932,9.187835340075177,10.67408167136182,-38.11193358679543,-48.78601525815734,7.779017091091885,-10.997314616021242,-13.36509174549758,-2.36777712947648,8.256456039623222
IRL,-10.0383200957491,-15.063072002069816,-5.024751906320702,5.609192374233156,-13.723722464842638,-9.756277803918463,3.967444660924201,4.977841958933861,-5.142578414598063,-27.556331790077024,-22.413753375479157,6.032620969526503,-19.543794978170524,-14.564153838456832,4.979641139713536,6.151611130627833
CHL,-1.5801086260638613,-6.024645583913127,-4.444536957849294,7.948153277172904,-7.474357070445876,0.6554668214394042,8.129823891885309,8.200902012402219,0.7190514234800958,-17.687251132338076,-18.40630255581816,6.997244308509051,-12.458410630177523,1.1500210204415566,13.608431650619169,6.743832854332363
EST,-12.93129431557702,-17.314899542782655,-4.38360522720555,6.361633557234867,-17.935884952565857,-10.511484414013808,7.424400538552149,6.223844038201898,4.994414187796167,-26.22780265830437,-31.22221684610043,5.966774447949925,-14.549569782597471,-11.814200639171304,2.7353691434262544,5.988211913717525
ITA,-4.18852530714446,-4.760321832799946,-0.571796525655401,7.154311224189308,-10.844640660850018,-0.9283386207333706,9.91630204011662,6.999797684996205,-0.0650395437950805,-18.189319013262264,-18.12427946946719,6.99230509784041,-15.74376979242163,-3.4566292589273644,12.287140533494238,6.927203049699852
DEU,-13.752739230047323,-11.439290466598322,2.31344876344906,8.231694202750015,-17.356218711987992,-2.117855493333309,15.23836321865464,8.0803363367181,-1.1805863457549322,-26.24377205181395,-25.06318570605916,8.667860407594278,-18.502076421465347,-6.070122972997183,12.431953448468164,8.554952202362584
TUR,16.594081588628455,19.820972837958493,3.226891249329995,6.493404569148432,12.100507898657613,23.30760706664188,11.207099167984268,6.369699174544523,30.78728839392272,-2.4070942389379866,-33.194382632860794,6.724634148976655,17.376454934318645,13.558073834354843,-3.818381099963702,7.102585562619511
USA,-9.810168718676437,-5.339042900971663,4.47112581770466,17.72817095902011,-18.704441077245463,4.39611106403504,23.10055214128045,17.940445101590022,-11.047961778612091,-25.48101185636256,-14.433050077750408,15.196720737309304,-17.691176388098597,-5.059105440729127,12.632070947369556,16.244704497777775
