cnt,escs_Q1_change,escs_Q4_change,escs_Q4-Q1_change,escs_Q4-Q1_se,escs_h_Q1_change,escs_h_Q4_change,escs_h_Q4-Q1_change,escs_h_Q4-Q1_se,homepos_Q1_change,homepos_Q4_change,homepos_Q4-Q1_change,homepos_Q4-Q1_se,homepos_h_Q1_change,homepos_h_Q4_change,homepos_h_Q4-Q1_change,homepos_h_Q4-Q1_se
USA,3.825262846343662,-5.189727868394471,-9.014990714738246,18.569562939418265,-3.1222050979907863,1.0726746576267487,4.1948797556176345,19.501921272553005,5.285927587774893,-22.428035571268254,-27.71396315904312,14.944649527788853,-2.1497993632814314,-2.8622008973572406,-0.7124015340756387,16.122742004526586
KOR,-5.318880000255092,-12.39660877123572,-7.077728770980528,9.773946857752916,-14.104142108608356,-8.127084514267153,5.977057594341147,9.137065645048466,9.134684485778166,-16.16107524111635,-25.29575972689456,10.641690421347535,-5.715454759955492,-4.356593309455775,1.3588614504995462,9.933576459811633
ITA,0.933102004444322,-5.154986552595062,-6.088088557039342,7.55930092943644,-6.250473820807599,-0.9732374929105276,5.2772363278970005,7.164718751865186,3.7486042080703896,-15.458635601192327,-19.207239809262745,6.982677687202168,-10.426591390514488,-2.3540661648242462,8.072525225690214,6.538550329156529
EST,-4.001289097798406,-9.322497834800744,-5.321208737002294,6.231583616952272,-8.38096142154933,-2.3818158126708795,5.999145608878663,6.098314677677669,16.53523946368813,-18.85058798326133,-35.385827446949385,5.453525813717548,-1.002926675760648,-3.4669796704541795,-2.4640529946936383,5.647856742043216
NLD,-7.285984001276745,-11.54149473265818,-4.255510731381335,8.678668414216002,-4.797884426107316,-4.803173260805579,-0.0052888346982626,8.697125211703588,10.003358509710438,-36.06974802837215,-46.073106538082456,8.154368297891434,17.230089523630568,-16.597923615434752,-33.828013139065455,8.237958937296735
NOR,-18.450962816038555,-20.905238828967924,-2.454276012929256,5.825730852374638,-22.793867482971564,-11.83332231866251,10.960545164308968,5.939924307511519,0.6314553906465221,-34.80865170046661,-35.44010709111315,5.9825321565177125,-13.245730610710268,-17.19623388317001,-3.950503272459855,6.374855492117804
JPN,-8.081404072149041,-10.105584763904858,-2.02418069175576,9.648944989695233,-14.99689566540701,0.1243781117743765,15.121273777181386,9.678448496356696,5.706928145960092,-34.510913043592154,-40.2178411895523,7.886764843587987,-8.248238816523838,-8.486372504852511,-0.2381336883286593,8.49206611705672
MEX,-6.537222499278641,-7.820424694032965,-1.28320219475426,5.9501695767355525,-8.62055605733542,-6.059705779909677,2.560850277425793,5.978126798219266,2.174376463946487,-17.757829483858586,-19.93220594780498,6.279646131728561,-6.516593276809033,-10.04662058539941,-3.5300273085904195,6.217008602238768
IRL,-10.529284519300916,-11.69495181622267,-1.165667296921967,5.258624801000086,-13.370424615316097,-8.82657634021598,4.543848275100217,5.197454913123662,-3.787982813231338,-23.38909611994353,-19.601113306712364,5.463562218416237,-14.067796146005662,-12.28808150090822,1.779714645097414,5.58177117995547
PRT,-11.108828990991752,-12.260743970384963,-1.151914979393197,6.762042980448507,-12.511852517329544,-7.405384029952984,5.106468487376446,6.455267706803172,-1.9442861605127175,-22.57017640353638,-20.62589024302366,7.582137318676928,-8.058628078450113,-12.976746765216944,-4.918118686766917,6.917594492446982
COL,-1.1888728002571156,-1.657350123416677,-0.4684773231595613,9.249389483545936,-3.02354820895016,2.962182062908312,5.985730271858529,9.845518590923016,3.058045426742865,-8.837408218752557,-11.895453645495364,8.216373432980857,-3.1355267002125515,-3.7892611375159504,-0.6537344373033989,8.2085974255273
DEU,-11.13444765949231,-10.90735124628486,0.2270964132075335,6.920399873168733,-14.546664662820262,-2.462509445688056,12.084155217132135,6.635610595842616,2.2022914572437458,-22.382781209299083,-24.5850726665429,7.642683989512553,-11.993984710985728,-4.723145681414962,7.270839029570624,7.181337755851911
GBR,-6.0296080311129,-5.732391479626813,0.2972165514859881,8.185941659669156,-6.787995052302165,3.856718640493455,10.644713692795648,8.194335873687745,10.901944246418964,-19.92103507819138,-30.82297932461033,7.10875883627219,-5.323105146718547,-1.880900541462438,3.442204605256123,7.664250557171287
CHL,-6.150253646543774,-5.563539138096587,0.5867145084471161,6.427389737508871,-10.655152547692012,-2.116095201886253,8.539057345805745,6.475059904463503,2.2964045672506472,-17.774109259341003,-20.070513826591583,5.938451963369126,-5.399319964057895,-5.386376690279008,0.0129432737788874,5.613005872308689
GRC,-9.270286928030371,-8.218994385235078,1.0512925427952098,6.806155464045838,-13.297977470488888,0.2381628916265867,13.53614036211539,6.7980430949765385,6.7271622587767865,-22.507130262217743,-29.23429252099445,5.871888792988516,-8.691431337614006,-5.221740060657055,3.4696912769569863,6.234656533260396
TUR,4.31385027525414,18.271861323769823,13.9580110485157,7.0832307397486,-1.5451646131141956,22.86390840044902,24.4090730135632,7.105585137502096,21.59410174331566,-8.333361676999175,-29.92746342031484,7.200826761523823,6.510335827312019,8.677323367375152,2.166987540063161,7.715302907291959
