cnt,index,n_systems,countries,status,wave,group,estimate,se,ci_low,ci_high
MEX,escs_pca,1,MEX,both cycles,2022,Q3-Q1,26.803872472665375,4.056006261766229,18.854100199603565,34.753644745727186
MEX,escs_pca,1,MEX,both cycles,2025,Q3-Q1,28.348716664966275,3.0968289934501287,22.278931837804024,34.41850149212853
MEX,escs_pca,1,MEX,both cycles,2022,Q4-Q1,56.26753557923189,4.453580381067537,47.53851803233952,64.99655312612427
MEX,escs_pca,1,MEX,both cycles,2025,Q4-Q1,57.54718788866944,3.7207372625612596,50.254542854049376,64.8398329232895
MEX,escs_pca,1,MEX,both cycles,2022,Q3-Q2,12.297301219506267,3.215008459492374,5.995884638901214,18.59871780011132
MEX,escs_pca,1,MEX,both cycles,2025,Q3-Q2,13.000717131295175,2.737268399520671,7.63567106823466,18.36576319435569
MEX,escs_pca,1,MEX,both cycles,2022,Q4-Q2,41.76096432607278,3.895288462110074,34.126198940337034,49.39572971180853
MEX,escs_pca,1,MEX,both cycles,2025,Q4-Q2,42.19918835499834,3.8543685895324518,34.64462591951474,49.753750790481945
MEX,escs_pca,1,MEX,both cycles,2022,Q4-Q3,29.463663106566514,3.7959240373998084,22.023651993262888,36.90367421987014
MEX,escs_pca,1,MEX,both cycles,2025,Q4-Q3,29.198471223703166,3.6714882184421667,22.00235431555652,36.394588131849815
PER,escs_pca,1,PER,both cycles,2022,Q1,352.6480674265083,2.3464555383033896,348.04901457143364,357.24712028158297
PER,escs_pca,1,PER,both cycles,2025,Q1,350.95280131315633,2.8377036660473287,345.39090212770355,356.5147004986091
PER,escs_pca,1,PER,both cycles,2022,Q2,377.72887312899104,3.108606173795354,371.63600502835214,383.82174122962994
PER,escs_pca,1,PER,both cycles,2025,Q2,371.02807811502,2.860956503162508,365.42060336882145,376.6355528612185
PER,escs_pca,1,PER,both cycles,2022,Q3,399.7976536701782,3.6065777686262477,392.72876124367076,406.8665460966856
PER,escs_pca,1,PER,both cycles,2025,Q3,392.81830280596625,3.829430266182573,385.3126194842484,400.3239861276841
PER,escs_pca,1,PER,both cycles,2022,Q4,436.5427256231219,3.6638154358987847,429.36164736876026,443.72380387748353
PER,escs_pca,1,PER,both cycles,2025,Q4,426.85850585531915,4.573833957240822,417.89379129912714,435.82322041151116
PER,escs_pca,1,PER,both cycles,2022,Q2-Q1,25.080805702482735,2.8106585612049715,19.57191492252099,30.58969648244448
PER,escs_pca,1,PER,both cycles,2025,Q2-Q1,20.07527680186365,3.097954214625835,14.003286541197015,26.14726706253029
PER,escs_pca,1,PER,both cycles,2022,Q3-Q1,47.14958624366989,3.784601493914502,39.731767315597466,54.56740517174231
PER,escs_pca,1,PER,both cycles,2025,Q3-Q1,41.865501492809926,4.10026859375823,33.8289750490438,49.902027936576054
PER,escs_pca,1,PER,both cycles,2022,Q4-Q1,83.89465819661359,4.00481368435655,76.04522337527476,91.74409301795242
PER,escs_pca,1,PER,both cycles,2025,Q4-Q1,75.90570454216282,5.011954793992636,66.08227314593725,85.7291359383884
PER,escs_pca,1,PER,both cycles,2022,Q3-Q2,22.068780541187152,3.604977618338613,15.003024409243471,29.13453667313083
PER,escs_pca,1,PER,both cycles,2025,Q3-Q2,21.790224690946275,3.343430155896834,15.23710158538848,28.34334779650407
PER,escs_pca,1,PER,both cycles,2022,Q4-Q2,58.813852494130856,4.030344182364511,50.914377896696415,66.7133270915653
PER,escs_pca,1,PER,both cycles,2025,Q4-Q2,55.83042774029917,4.937947704601169,46.15205023928088,65.50880524131746
PER,escs_pca,1,PER,both cycles,2022,Q4-Q3,36.745071952943704,3.503645907106934,29.877925975014115,43.61221793087329
PER,escs_pca,1,PER,both cycles,2025,Q4-Q3,34.0402030493529,5.027530794921448,24.18624269130686,43.894163407398935
URY,escs_pca,1,URY,both cycles,2022,Q1,373.464552961627,2.608552368793849,368.3517903187911,378.57731560446297
URY,escs_pca,1,URY,both cycles,2025,Q1,369.821093711707,2.852439100968444,364.2303130738089,375.41187434960517
URY,escs_pca,1,URY,both cycles,2022,Q2,391.857694319326,2.870261810696631,386.2319811703606,397.48340746829143
URY,escs_pca,1,URY,both cycles,2025,Q2,389.22855712174726,3.024724809202855,383.3000964957097,395.15701774778483
URY,escs_pca,1,URY,both cycles,2022,Q3,413.7376095755969,3.229762405813599,407.4072752602022,420.06794389099156
URY,escs_pca,1,URY,both cycles,2025,Q3,412.65507858869466,2.993445962777482,406.7879245016508,418.5222326757385
URY,escs_pca,1,URY,both cycles,2022,Q4,461.8122188497773,3.6726192713619366,454.6138850779079,469.0105526216467
URY,escs_pca,1,URY,both cycles,2025,Q4,464.00351472850826,3.731024798984247,456.69070612249914,471.3163233345174
URY,escs_pca,1,URY,both cycles,2022,Q2-Q1,18.393141357698994,3.4994197208140654,11.534278704903425,25.252004010494563
URY,escs_pca,1,URY,both cycles,2025,Q2-Q1,19.407463410040236,3.3058901637644764,12.927918689061862,25.88700813101861
URY,escs_pca,1,URY,both cycles,2022,Q3-Q1,40.27305661396986,3.6622094194942907,33.09512615176105,47.45098707617866
URY,escs_pca,1,URY,both cycles,2025,Q3-Q1,42.83398487698764,3.6535131424051555,35.67309911787354,49.994870636101744
URY,escs_pca,1,URY,both cycles,2022,Q4-Q1,88.34766588815029,4.327050502315941,79.86664690361104,96.82868487268954
URY,escs_pca,1,URY,both cycles,2025,Q4-Q1,94.18242101680124,4.375961592102608,85.60553629628014,102.75930573732235
URY,escs_pca,1,URY,both cycles,2022,Q3-Q2,21.879915256270863,3.3473746499851917,15.319060942299888,28.440769570241837
URY,escs_pca,1,URY,both cycles,2025,Q3-Q2,23.426521466947406,3.4420137710099814,16.680174475767842,30.17286845812697
URY,escs_pca,1,URY,both cycles,2022,Q4-Q2,69.9545245304513,4.364087251143151,61.400913518210714,78.50813554269187
URY,escs_pca,1,URY,both cycles,2025,Q4-Q2,74.774957606761,4.681772576187086,65.59868335743431,83.9512318560877
URY,escs_pca,1,URY,both cycles,2022,Q4-Q3,48.07460927418043,3.9351930742400367,40.36163084866996,55.7875876996909
URY,escs_pca,1,URY,both cycles,2025,Q4-Q3,51.3484361398136,4.820411905660808,41.900428804718416,60.796443474908784
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q1,362.07037084866255,0.9551187605663175,360.19833807795254,363.94240361937256
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q1,357.11308785272115,1.0022311699856787,355.1487147595492,359.0774609458931
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q2,379.3784374256963,1.132074558768594,377.15957129050986,381.5973035608827
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q2,374.45482948783376,0.9966202540336402,372.50145378992784,376.4082051857397
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q3,396.71262327825633,1.2531092976982168,394.25652905476784,399.1687175017448
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q3,393.01640762426115,1.3196685778191528,390.4298572117356,395.6029580367867
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q4,435.8263286950447,1.5651542424256677,432.7586263798904,438.894031010199
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q4,436.7668106430216,1.688706278464497,433.45694633723116,440.076674948812
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q2-Q1,17.308066577033742,1.233669405379001,14.8900745424909,19.726058611576583
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q2-Q1,17.341741635112612,1.1123667434057596,15.161502818037324,19.5219804521879
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q3-Q1,34.64225242959378,1.3842647197971252,31.929093578791417,37.35541128039615
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q3-Q1,35.90331977154,1.4390740486840585,33.08273463611924,38.723904906960755
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q4-Q1,73.75595784638216,1.7811569264976954,70.26489027044667,77.24702542231765
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q4-Q1,79.65372279030044,1.8994664538978048,75.93076854066074,83.37667703994013
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q3-Q2,17.33418585256004,1.2192419553791325,14.944471620016941,19.72390008510314
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q3-Q2,18.561578136427386,1.2800532676493037,16.05267373183475,21.07048254102002
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q4-Q2,56.44789126934842,1.6549905177729705,53.2041098545134,59.69167268418344
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q4-Q2,62.31198115518782,1.8407437178065893,58.70412346828691,65.91983884208874
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q4-Q3,39.11370541678838,1.538884805370023,36.097491198263135,42.12991963531362
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q4-Q3,43.75040301876044,1.7117323297511904,40.39540765244811,47.10539838507277
ARG,escs_cc,1,ARG,both cycles,2022,Q1,350.81132908932017,2.893531276075042,345.1400077882131,356.48265039042724
ARG,escs_cc,1,ARG,both cycles,2025,Q1,354.0635079895118,2.8365196175542713,348.5039295391054,359.62308643991815
ARG,escs_cc,1,ARG,both cycles,2022,Q2,368.6798705035584,2.9018355422022553,362.99227284084196,374.3674681662748
ARG,escs_cc,1,ARG,both cycles,2025,Q2,366.58637116147,3.3969660780408715,359.9283176485099,373.24442467443015
ARG,escs_cc,1,ARG,both cycles,2022,Q3,391.56252585281106,3.028255080758551,385.6271458945243,397.49790581109784
ARG,escs_cc,1,ARG,both cycles,2025,Q3,390.62547028670735,4.9123352209092275,380.9972932537253,400.25364731968943
ARG,escs_cc,1,ARG,both cycles,2022,Q4,425.6910760271793,4.0192548549919875,417.813336511395,433.5688155429636
ARG,escs_cc,1,ARG,both cycles,2025,Q4,436.6139711092322,5.465748589279083,425.90110387424517,447.3268383442192
ARG,escs_cc,1,ARG,both cycles,2022,Q2-Q1,17.868541414238223,3.3197884842012773,11.361755985203718,24.375326843272727
ARG,escs_cc,1,ARG,both cycles,2025,Q2-Q1,12.52286317195825,3.6279908961961707,5.412001015413755,19.633725328502745
ARG,escs_cc,1,ARG,both cycles,2022,Q3-Q1,40.751196763490896,3.4404656941947116,34.00788400286926,47.49450952411253
ARG,escs_cc,1,ARG,both cycles,2025,Q3-Q1,36.56196229719558,4.976891654249314,26.807254654866924,46.31666993952423
ARG,escs_cc,1,ARG,both cycles,2022,Q4-Q1,74.87974693785912,4.66926165162098,65.727994100682,84.03149977503625
ARG,escs_cc,1,ARG,both cycles,2025,Q4-Q1,82.5504631197204,6.026022492556556,70.73945903430956,94.36146720513125
ARG,escs_cc,1,ARG,both cycles,2022,Q3-Q2,22.882655349252673,3.062581140644856,16.879996313588755,28.88531438491659
ARG,escs_cc,1,ARG,both cycles,2025,Q3-Q2,24.03909912523733,4.887478531230015,14.459641204026498,33.61855704644816
ARG,escs_cc,1,ARG,both cycles,2022,Q4-Q2,57.0112055236209,4.342169026352367,48.50055423197026,65.52185681527155
ARG,escs_cc,1,ARG,both cycles,2025,Q4-Q2,70.02759994776216,5.308134835801045,59.62365566959211,80.4315442259322
ARG,escs_cc,1,ARG,both cycles,2022,Q4-Q3,34.12855017436823,3.814230698063808,26.652658006163165,41.60444234257329
ARG,escs_cc,1,ARG,both cycles,2025,Q4-Q3,45.98850082252483,5.351606812662789,35.49935146970576,56.477650175343896
BRA,escs_cc,1,BRA,both cycles,2022,Q1,355.33743800699085,2.0125502560503152,351.39283950513226,359.28203650884944
BRA,escs_cc,1,BRA,both cycles,2025,Q1,353.9582285757598,1.6409735672065335,350.741920384035,357.1745367674846
BRA,escs_cc,1,BRA,both cycles,2022,Q2,371.28196121759123,2.108995992490213,367.1483290723104,375.4155933628721
BRA,escs_cc,1,BRA,both cycles,2025,Q2,379.00760912369816,2.119629466303033,374.8531353697442,383.1620828776521
BRA,escs_cc,1,BRA,both cycles,2022,Q3,388.4801519985904,2.38630637668749,383.8029915002829,393.1573124968979
BRA,escs_cc,1,BRA,both cycles,2025,Q3,405.1422199753212,2.635862201962354,399.975930059475,410.30850989116743
BRA,escs_cc,1,BRA,both cycles,2022,Q4,433.2429904391799,3.8075652439612644,425.7801625610158,440.705818317344
BRA,escs_cc,1,BRA,both cycles,2025,Q4,444.90795798437256,3.7007623149207993,437.6544638471278,452.16145212161734
BRA,escs_cc,1,BRA,both cycles,2022,Q2-Q1,15.94452321060038,2.6416481226500332,10.766892890206314,21.122153530994446
BRA,escs_cc,1,BRA,both cycles,2025,Q2-Q1,25.04938054793837,2.34238834919749,20.45829938351129,29.64046171236545
BRA,escs_cc,1,BRA,both cycles,2022,Q3-Q1,33.14271399159952,2.973862507090061,27.313943477703003,38.97148450549604
BRA,escs_cc,1,BRA,both cycles,2025,Q3-Q1,51.18399139956142,2.9174179368968893,45.46585224324352,56.902130555879324
BRA,escs_cc,1,BRA,both cycles,2022,Q4-Q1,77.90555243218904,4.331478556785317,69.41585446088982,86.39525040348826
BRA,escs_cc,1,BRA,both cycles,2025,Q4-Q1,90.94972940861277,3.8910423566712375,83.32328638953715,98.57617242768839
BRA,escs_cc,1,BRA,both cycles,2022,Q3-Q2,17.19819078099914,2.444640764514953,12.406694882549834,21.989686679448447
BRA,escs_cc,1,BRA,both cycles,2025,Q3-Q2,26.13461085162305,2.6111128828453958,21.016829601246076,31.252392102000027
BRA,escs_cc,1,BRA,both cycles,2022,Q4-Q2,61.96102922158866,4.187720599831422,53.753096845919075,70.16896159725825
BRA,escs_cc,1,BRA,both cycles,2025,Q4-Q2,65.9003488606744,3.7538844368911994,58.542735364367644,73.25796235698115
BRA,escs_cc,1,BRA,both cycles,2022,Q4-Q3,44.76283844058952,3.7834370433636146,37.34730183559684,52.1783750455822
BRA,escs_cc,1,BRA,both cycles,2025,Q4-Q3,39.76573800905135,3.155842215159842,33.58028726733806,45.951188750764636
CHL,escs_cc,1,CHL,both cycles,2022,Q1,389.7279682818172,2.5842176449427074,384.66290169772947,394.79303486590493
CHL,escs_cc,1,CHL,both cycles,2025,Q1,384.998638629603,3.286300441805971,378.55748976366334,391.4397874955427
CHL,escs_cc,1,CHL,both cycles,2022,Q2,407.1164427541549,2.744563332129101,401.73709862318185,412.4957868851279
CHL,escs_cc,1,CHL,both cycles,2025,Q2,398.98322869337056,3.053425012056756,392.99851566973933,404.9679417170018
CHL,escs_cc,1,CHL,both cycles,2022,Q3,420.81415516913967,3.0038323104018914,414.926643840752,426.70166649752736
CHL,escs_cc,1,CHL,both cycles,2025,Q3,418.1097374517859,3.2407235027349204,411.7579193864255,424.46155551714634
CHL,escs_cc,1,CHL,both cycles,2022,Q4,458.3744863428957,3.5396530702733893,451.43676632515985,465.31220636063154
CHL,escs_cc,1,CHL,both cycles,2025,Q4,454.9738952784725,3.2839565031327593,448.53734053233234,461.4104500246127
CHL,escs_cc,1,CHL,both cycles,2022,Q2-Q1,17.38847447233769,3.521574093784517,10.486189248520038,24.290759696155344
CHL,escs_cc,1,CHL,both cycles,2025,Q2-Q1,13.984590063767541,3.873775877572011,6.3919893437264,21.577190783808682
CHL,escs_cc,1,CHL,both cycles,2022,Q3-Q1,31.08618688732247,3.2306355725433846,24.754141165137437,37.418232609507506
CHL,escs_cc,1,CHL,both cycles,2025,Q3-Q1,33.111098822182896,4.071390647931663,25.131173152236837,41.09102449212895
CHL,escs_cc,1,CHL,both cycles,2022,Q4-Q1,68.6465180610785,4.138370440823505,60.535311997064426,76.75772412509257
CHL,escs_cc,1,CHL,both cycles,2025,Q4-Q1,69.9752566488695,5.0944075933090565,59.99021776598376,79.96029553175525
CHL,escs_cc,1,CHL,both cycles,2022,Q3-Q2,13.697712414984778,3.6909641739941885,6.463422633956169,20.932002196013386
CHL,escs_cc,1,CHL,both cycles,2025,Q3-Q2,19.126508758415355,3.698230729158848,11.877976529264012,26.3750409875667
CHL,escs_cc,1,CHL,both cycles,2022,Q4-Q2,51.258043588740804,3.5141802181435167,44.370250361179515,58.14583681630209
CHL,escs_cc,1,CHL,both cycles,2025,Q4-Q2,55.99066658510196,4.130073433055326,47.895722656313524,64.0856105138904
CHL,escs_cc,1,CHL,both cycles,2022,Q4-Q3,37.560331173756026,3.82786150022121,30.057722633322456,45.062939714189596
CHL,escs_cc,1,CHL,both cycles,2025,Q4-Q3,36.86415782668661,3.89260912757462,29.234643936640353,44.49367171673286
COL,escs_cc,1,COL,both cycles,2022,Q1,353.8282416931778,3.220474287689859,347.5161120893057,360.1403712970499
COL,escs_cc,1,COL,both cycles,2025,Q1,356.2556146111268,2.6305616336324698,351.0997138092072,361.41151541304646
COL,escs_cc,1,COL,both cycles,2022,Q2,372.05836517993606,3.2601928474731228,365.66838719888875,378.44834316098337
COL,escs_cc,1,COL,both cycles,2025,Q2,379.9600493320194,2.8687400117906465,374.33731890890977,385.5827797551291
COL,escs_cc,1,COL,both cycles,2022,Q3,388.0035245188383,4.1714838745723695,379.82741612467646,396.1796329130001
COL,escs_cc,1,COL,both cycles,2025,Q3,398.24761778222944,4.0151221383723605,390.3779783910196,406.11725717343927
COL,escs_cc,1,COL,both cycles,2022,Q4,432.5085652797037,5.713713071501731,421.3096876595603,443.7074428998471
COL,escs_cc,1,COL,both cycles,2025,Q4,437.0986853030743,6.679433874854852,424.0069949083588,450.1903756977898
COL,escs_cc,1,COL,both cycles,2022,Q2-Q1,18.23012348675826,3.708846555777664,10.960784237434037,25.49946273608248
COL,escs_cc,1,COL,both cycles,2025,Q2-Q1,23.704434720892607,3.380461228595166,17.07873071284608,30.330138728939133
COL,escs_cc,1,COL,both cycles,2022,Q3-Q1,34.175282825660474,4.172453947820149,25.99727308793298,42.35329256338797
COL,escs_cc,1,COL,both cycles,2025,Q3-Q1,41.992003171102624,4.4542705438907335,33.26163290507679,50.72237343712846
COL,escs_cc,1,COL,both cycles,2022,Q4-Q1,78.6803235865259,6.422731172688447,66.09177048805654,91.26887668499526
COL,escs_cc,1,COL,both cycles,2025,Q4-Q1,80.8430706919475,7.361463703986082,66.41460183213478,95.27153955176023
COL,escs_cc,1,COL,both cycles,2022,Q3-Q2,15.945159338902215,3.443418019427361,9.196060020824588,22.69425865697984
COL,escs_cc,1,COL,both cycles,2025,Q3-Q2,18.287568450210017,3.644475236328564,11.144396987006031,25.430739913414
COL,escs_cc,1,COL,both cycles,2022,Q4-Q2,60.45020009976764,5.882695368189539,48.92011717811614,71.98028302141914
COL,escs_cc,1,COL,both cycles,2025,Q4-Q2,57.138635971054896,6.821257354479893,43.76897155627431,70.50830038583548
COL,escs_cc,1,COL,both cycles,2022,Q4-Q3,44.50504076086543,5.185702985032277,34.34106291020216,54.66901861152869
COL,escs_cc,1,COL,both cycles,2025,Q4-Q3,38.85106752084488,5.8521422892973565,27.38086863382206,50.3212664078677
MEX,escs_cc,1,MEX,both cycles,2022,Q1,371.7843306096605,2.2695341314814104,367.33604371195696,376.23261750736407
MEX,escs_cc,1,MEX,both cycles,2025,Q1,368.44469776886456,2.3518584498474016,363.83505520716363,373.0543403305655
MEX,escs_cc,1,MEX,both cycles,2022,Q2,387.6242855017698,2.5012625242199005,382.7218109542988,392.5267600492408
MEX,escs_cc,1,MEX,both cycles,2025,Q2,384.9270778685902,2.1862096604217216,380.6421069341636,389.2120488030167
